TransactionID,CustomerCode,Accessories_name,Accessories_subname,Unitprice,Unit,SalesValue
P113854,0113DV000000344,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P113864,0113DV000000738,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P113905,0213A0000000072,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P114001,0210AR000000528,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P114072,0213A0000001272,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P114118,0213A$000000988,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P114163,0211A9000000516,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P114367,0212AA000001644,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P114396,0213AB000000268,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P114429,0213AW000000868,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P114496,0208CH000002967,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P114615,0113AB000001365,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P114663,0113AG000000722,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P114694,0113DX000000401,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P114702,0113DY000000673,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P114838,0213A1000000007,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P114935,0113CM000000032,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P114936,0113CM000000047,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P115075,0113DS000000074,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P115194,0113DH000000032,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P115292,0113DT000000482,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P115345,0213AA000001252,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P115358,0113EB000000113,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P115390,0212CR000000178,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P115509,0113AK000001164,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P115655,0213AA000000591,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P115663,0213AA000001520,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P115692,0210AA000000340,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P115839,0113DF000000165,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P115848,0113DH000000306,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P115892,0113DC000000233,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P115969,0213AQ000000503,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P116050,0213A8000000112,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P116111,0113AT000000392,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P116142,0213AB000000699,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P116147,0213AC000000150,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P116149,0213AC000000280,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P116160,0213AA000001410,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P116179,0213AA000002427,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P116245,0211A2000000028,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P116424,0213AB000000380,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P116459,0213AB000001242,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P116511,0213AC000000040,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P116547,0213AV000000086,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P116571,0113BG000000226,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P116577,0113BG000000575,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P116664,0213AA000001917,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P116668,0213AA000002140,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P116676,0211AI000001127,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P116726,0113DN000000195,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P116760,0113DH000000372,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P116772,0213AA000003586,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P116794,0211BV000000098,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P116807,0212AR000000190,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P116831,0213A8000000134,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P116988,0213AW000000755,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P117062,0213AJ000000296,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P117161,0113DJ000000112,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P117255,0213A$000000317,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P117312,0113BM000000134,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P117427,0213DC000000388,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P117512,0213AK000000978,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P117546,0113DV000000168,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P117604,0113DS000000126,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P117629,0213AK000001213,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P117735,0213A9000000098,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P117777,0213AQ000000568,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P117837,0213BY000000001,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P117913,0213AR000000069,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P117948,0113CL000000191,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P117949,0113CL000000262,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P118053,0213AN000000132,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P118070,0213AQ000000639,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P118103,0213AB000000046,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P118116,0213AC000000575,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P118143,0209TH000001152,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P118280,0213A8000000549,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P118320,0213AR000000055,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P118438,0213AV000000041,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P118439,0213AV000000146,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P118477,0113CP000000421,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P118483,0113CR000000235,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P118491,0113CU000000264,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P118541,0213AC000000010,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P118688,0213DV000000205,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P118789,0213AS000000808,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P118801,0213AT000000455,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P118921,0213AA000000833,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P119141,0213AB000000570,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P119162,0213AG000000400,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P119182,0113DC000000155,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P119362,0213BG000000435,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P119368,0213BG000000820,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P119496,0213AA000003168,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P119532,0213BG000000171,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P119545,0213BM000000205,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P119572,0213BG000000738,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P119598,0213AJ000000296,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P119726,0213BY000000238,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P119731,0213BZ000000196,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P119770,0209LH000000313,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P119905,0213AB000000411,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P119947,0213CL000000031,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P119974,0213CR000000386,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P120027,0213BZ000000146,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P120058,0213AB000000119,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P120125,0311A0000000967,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P120165,0213BG000000678,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P120212,0213CL000000233,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P120229,0213AC000000073,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P120241,0213AC000000630,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P120335,0113DS000000079,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P120342,0211AG000001064,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P120397,0213DH000000282,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P120412,0213DJ000000220,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P120458,0213AT000000686,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P120651,0311AQ000000137,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P120671,0213AB000001199,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P120793,0213AK000000011,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P120796,0213AK000000087,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P120858,0213A$000001102,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P120954,0113DW000000309,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P121003,0213CY000000128,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P121087,0312AL000000053,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P121092,0312DE000000403,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P121152,0213AN000000085,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P121390,0213CM000000027,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P121494,0213DG000000101,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P121584,0213AV000000330,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P121613,0213BG000000521,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P121614,0213BG000000628,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P121811,0213DI000000016,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P121819,0213DJ000000190,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P121870,0213AA000000882,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P121929,0213AK000000255,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P122144,0213BD000000014,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P122184,0213AW000000701,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P122233,0213DW000000103,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P122271,0213CL000000202,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P122393,0213AB000000106,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P122406,0213AC000000070,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P122487,0213BY000000059,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P122573,0213BG000000190,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P122621,0213DR000000303,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P122633,0213DT000000361,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P122785,0213DV000000020,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P122963,0213AW000000067,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123007,0213A$000000060,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123017,0213BD000000057,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123194,0213A0000000829,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123224,0210AC000001835,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123279,0213EB000000218,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123359,0313AG000000364,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123390,0213CJ000000258,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123421,0213AK000000442,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123610,0213CL000000602,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123645,0310A$000003450,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123701,0213HD000000134,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123789,0213A8000000224,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123863,0212A8000000830,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P124325,0310AI000000378,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P124373,0309BH000003572,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P124387,0310AA000005085,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P124464,0310AC000002309,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P124474,0310BG000001020,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P124591,0213AW000000454,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P124606,0213AY000000449,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P124611,0213BD000000075,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P124612,0213BD000000093,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P124770,0213AQ000000198,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P125068,0213CP000000232,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P125304,0313BG000000467,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P125548,0213CY000000703,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P125600,0213CL000000403,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P125624,0213BP000000403,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P125725,0313BX000000051,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P125757,0312AS000001323,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P125767,0312DX000000299,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P125788,0213A9000000082,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P125926,0213AA000003762,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P126333,0113EC000000385,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P126391,0213AG000000487,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P126448,0213AB000000413,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P126456,0213AB000000853,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P126540,0213HD000000569,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P126602,0313CY000000037,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P126659,0213CP000000024,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P126746,0213AA000003805,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P126794,0310AC000001854,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P126853,0313AA000001252,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P126877,0213AR000000063,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P127008,0213EB000000039,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P127038,0309AH000005350,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P127066,0213AS000000115,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P127143,0213AA000002210,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P127163,0213AA000004147,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P127248,0213BG000000690,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P127265,0311AC000000892,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P127300,0213AI000000066,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P127384,0213DF000000048,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P127573,0213AK000000784,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P127581,0213AK000001425,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P127688,0313AB000000142,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P127698,0313AB000000978,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P127704,0313AC000000677,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P127739,0310AB000002643,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P127776,0313A$000000849,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P127929,0213DV000000205,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P127953,0312AA000003279,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P128023,0213AY000000013,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P128043,0213BD000000248,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P128048,0213BY000000001,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P128080,0213AQ000000289,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P128198,0313AC000000389,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P128236,0313A1000000009,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P128284,0213BP000000168,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P128290,0213DS000000154,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P128858,0313AS000000261,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P128908,0213AA000003168,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P128928,0213AB000000339,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P128934,0213AB000001186,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P128954,0213HD000000459,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P128966,0309AH000002829,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P129092,0213BD000000255,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P129155,0313A9000000614,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P129157,0313AA000000241,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P129213,0313AC000000220,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P129347,0313AA000002101,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P129365,0313AA000003566,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P129380,0310AC000000412,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P129437,0213BG000000546,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P129476,0213AY000000449,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P129507,0213HD000000019,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P129567,0213AB000000447,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
